Times,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C_02B,Madiwela,C_01A,C_23,C_22,C_21,C_24,C_09D2,C_26,C_25,C_30,C_29,C_27A,C_28,C_06,C_07,C_04,C_03,C_05,C_20,C_17,C_19,C_10,C_18,C_16,C_14,C_13,C_15,C_08,C_11,C_31,C_32,C_33,C_12,C_01C,C_01B,C_01D,C_02A,C_09A,C_09B,C_09C,C_09D,C_19A,C_25A,C_25B,C_27B,C_28A,C_29C,C_02D,C_02C,C_02E
2019-05-23 23:00:00,4.2597,4.2597,4.2597,4.2597,4.2597,4.2597,4.28658,4.2597,4.28658,4.28658,4.28658,4.28658,4.2597,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,4.28658,5.40724,0.425341,4.28658,4.28658,4.28658,4.28658,4.28658,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.425341,0.576719,0.79595,5.49829,5.71836,5.71836,5.71836,5.44414,5.79854,5.79854,4.2597,4.2597,5.79854,4.2597,5.40724,5.40724,0.425341,0.339776,5.44414,5.71836,5.40724,5.71836,5.40724,5.79854,5.79854,5.40724,5.79854,5.79854,5.40724,5.40724,4.2597,4.2597,4.2597,5.40724,0.628028,0.628028,0.628028,0.251299,5.44414,5.44414,5.44414,5.71836,5.71836,5.71836,5.71836,5.79854,4.2597,4.2597,0.251299,0.251299,0.251299
2019-05-24 00:00:00,5.42874,5.42874,5.42874,5.42874,5.42874,5.42874,1.73573,5.42874,1.73573,1.73573,1.73573,1.73573,5.42874,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,1.73573,3.01284,0,1.73573,1.73573,1.73573,1.73573,1.73573,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0.130248,0,0,0.001722,5.66889,6.00661,6.00661,6.00661,3.37301,5.89804,5.89804,5.42874,5.42874,5.89804,5.42874,3.01284,3.01284,0,0,3.37301,6.00661,3.01284,6.00661,3.01284,5.89804,5.89804,3.01284,5.89804,5.89804,3.01284,3.01284,5.42874,5.42874,5.42874,3.01284,0,0,0,7.3e-05,3.37301,3.37301,3.37301,6.00661,6.00661,6.00661,6.00661,5.89804,5.42874,5.42874,7.3e-05,7.3e-05,7.3e-05
2019-05-24 01:00:00,5.04458,5.04458,5.04458,5.04458,5.04458,5.04458,0.167162,5.04458,0.167162,0.167162,0.167162,0.167162,5.04458,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.167162,0.500847,0.016612,0.167162,0.167162,0.167162,0.167162,0.167162,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.017673,0.016612,0.000669,0.001562,5.84206,5.87722,5.87722,5.87722,0.898079,5.68021,5.68021,5.04458,5.04458,5.68021,5.04458,0.500847,0.500847,0.016612,0.009362,0.898079,5.87722,0.500847,5.87722,0.500847,5.68021,5.68021,0.500847,5.68021,5.68021,0.500847,0.500847,5.04458,5.04458,5.04458,0.500847,0.006603,0.006603,0.006603,7e-06,0.898079,0.898079,0.898079,5.87722,5.87722,5.87722,5.87722,5.68021,5.04458,5.04458,7e-06,7e-06,7e-06
2019-05-24 02:00:00,4.50927,4.50927,4.50927,4.50927,4.50927,4.50927,0.002304,4.50927,0.002304,0.002304,0.002304,0.002304,4.50927,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.002304,0.011055,0.018836,0.002304,0.002304,0.002304,0.002304,0.002304,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.017555,0.018836,0.020477,0.058715,5.68695,5.54778,5.54778,5.54778,0.033875,5.27689,5.27689,4.50927,4.50927,5.27689,4.50927,0.011055,0.011055,0.018836,0.024683,0.033875,5.54778,0.011055,5.54778,0.011055,5.27689,5.27689,0.011055,5.27689,5.27689,0.011055,0.011055,4.50927,4.50927,4.50927,0.011055,0.055869,0.055869,0.055869,0.04738,0.033875,0.033875,0.033875,5.54778,5.54778,5.54778,5.54778,5.27689,4.50927,4.50927,0.04738,0.04738,0.04738
2019-05-24 03:00:00,3.83733,3.83733,3.83733,3.83733,3.83733,3.83733,0.001471,3.83733,0.001471,0.001471,0.001471,0.001471,3.83733,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,4e-06,0.002227,0.001471,0.001471,0.001471,0.001471,0.001471,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,3.2e-05,0.002227,0.0199,0.066405,5.2785,4.99097,4.99097,4.99097,0.000256,4.66482,4.66482,3.83733,3.83733,4.66482,3.83733,4e-06,4e-06,0.002227,0.015352,0.000256,4.99097,4e-06,4.99097,4e-06,4.66482,4.66482,4e-06,4.66482,4.66482,4e-06,4e-06,3.83733,3.83733,3.83733,4e-06,0.049679,0.049679,0.049679,0.048731,0.000256,0.000256,0.000256,4.99097,4.99097,4.99097,4.99097,4.66482,3.83733,3.83733,0.048731,0.048731,0.048731
2019-05-24 04:00:00,2.97759,2.97759,2.97759,2.97759,2.97759,2.97759,0.001471,2.97759,0.001471,0.001471,0.001471,0.001471,2.97759,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,0.001471,1.9e-05,1e-05,0.001471,0.001471,0.001471,0.001471,0.001471,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,1e-05,0.000145,0.016678,4.8743,4.41827,4.41827,4.41827,0.000607,3.95299,3.95299,2.97759,2.97759,3.95299,2.97759,1.9e-05,1.9e-05,1e-05,0.000244,0.000607,4.41827,1.9e-05,4.41827,1.9e-05,3.95299,3.95299,1.9e-05,3.95299,3.95299,1.9e-05,1.9e-05,2.97759,2.97759,2.97759,1.9e-05,0.002298,0.002298,0.002298,0.002949,0.000607,0.000607,0.000607,4.41827,4.41827,4.41827,4.41827,3.95299,2.97759,2.97759,0.002949,0.002949,0.002949
2019-05-24 05:00:00,1.14698,1.14698,1.14698,1.14698,1.14698,1.14698,0.000206,1.14698,0.000206,0.000206,0.000206,0.000206,1.14698,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,0.000206,8.6e-05,7e-06,0.000206,0.000206,0.000206,0.000206,0.000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,5.4e-05,0.007426,4.6804,3.73653,3.73653,3.73653,0.000603,2.75129,2.75129,1.14698,1.14698,2.75129,1.14698,8.6e-05,8.6e-05,7e-06,0.000212,0.000603,3.73653,8.6e-05,3.73653,8.6e-05,2.75129,2.75129,8.6e-05,2.75129,2.75129,8.6e-05,8.6e-05,1.14698,1.14698,1.14698,8.6e-05,0.002064,0.002064,0.002064,0.001592,0.000603,0.000603,0.000603,3.73653,3.73653,3.73653,3.73653,2.75129,1.14698,1.14698,0.001592,0.001592,0.001592
2019-05-24 06:00:00,0.004353,0.004353,0.004353,0.004353,0.004353,0.004353,0.000427,0.004353,0.000427,0.000427,0.000427,0.000427,0.004353,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000427,0.000589,4e-06,0.000427,0.000427,0.000427,0.000427,0.000427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,9.8e-05,0.002186,4.63524,3.3207,3.3207,3.3207,3.8e-05,1.14716,1.14716,0.004353,0.004353,1.14716,0.004353,0.000589,0.000589,4e-06,2.1e-05,3.8e-05,3.3207,0.000589,3.3207,0.000589,1.14716,1.14716,0.000589,1.14716,1.14716,0.000589,0.000589,0.004353,0.004353,0.004353,0.000589,0.000392,0.000392,0.000392,0.000796,3.8e-05,3.8e-05,3.8e-05,3.3207,3.3207,3.3207,3.3207,1.14716,0.004353,0.004353,0.000796,0.000796,0.000796
2019-05-24 07:00:00,0.418835,0.418835,0.418835,0.418835,0.418835,0.418835,0.006594,0.418835,0.006594,0.006594,0.006594,0.006594,0.418835,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.006594,0.002178,6.5e-05,0.006594,0.006594,0.006594,0.006594,0.006594,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,2.4e-05,6.5e-05,0.002134,0.018635,5.30838,3.92921,3.92921,3.92921,8e-05,0.179806,0.179806,0.418835,0.418835,0.179806,0.418835,0.002178,0.002178,6.5e-05,0.001617,8e-05,3.92921,0.002178,3.92921,0.002178,0.179806,0.179806,0.002178,0.179806,0.179806,0.002178,0.002178,0.418835,0.418835,0.418835,0.002178,0.011696,0.011696,0.011696,0.011085,8e-05,8e-05,8e-05,3.92921,3.92921,3.92921,3.92921,0.179806,0.418835,0.418835,0.011085,0.011085,0.011085
2019-05-24 08:00:00,0.416046,0.416046,0.416046,0.416046,0.416046,0.416046,0.006401,0.416046,0.006401,0.006401,0.006401,0.006401,0.416046,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.006401,0.00391,0.038486,0.006401,0.006401,0.006401,0.006401,0.006401,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.010512,0.038486,0.165745,0.351329,5.94504,4.72334,4.72334,4.72334,0.015774,1.50129,1.50129,0.416046,0.416046,1.50129,0.416046,0.00391,0.00391,0.038486,0.183262,0.015774,4.72334,0.00391,4.72334,0.00391,1.50129,1.50129,0.00391,1.50129,1.50129,0.00391,0.00391,0.416046,0.416046,0.416046,0.00391,0.026326,0.026326,0.026326,0.364423,0.015774,0.015774,0.015774,4.72334,4.72334,4.72334,4.72334,1.50129,0.416046,0.416046,0.364423,0.364423,0.364423
2019-05-24 09:00:00,1.02439,1.02439,1.02439,1.02439,1.02439,1.02439,4.4e-05,1.02439,4.4e-05,4.4e-05,4.4e-05,4.4e-05,1.02439,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,0.002277,0.222188,4.4e-05,4.4e-05,4.4e-05,4.4e-05,4.4e-05,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.020048,0.222188,0.304699,0.335165,5.49153,4.88473,4.88473,4.88473,0.015734,3.3987,3.3987,1.02439,1.02439,3.3987,1.02439,0.002277,0.002277,0.222188,0.312185,0.015734,4.88473,0.002277,4.88473,0.002277,3.3987,3.3987,0.002277,3.3987,3.3987,0.002277,0.002277,1.02439,1.02439,1.02439,0.002277,0.014846,0.014846,0.014846,0.775833,0.015734,0.015734,0.015734,4.88473,4.88473,4.88473,4.88473,3.3987,1.02439,1.02439,0.775833,0.775833,0.775833
2019-05-24 10:00:00,1.02439,1.02439,1.02439,1.02439,1.02439,1.02439,1.5e-05,1.02439,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.02439,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,2.3e-05,0.183762,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.5e-05,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.009558,0.183762,0.140991,0.000285,5.12721,5.07263,5.07263,5.07263,0,4.57027,4.57027,1.02439,1.02439,4.57027,1.02439,2.3e-05,2.3e-05,0.183762,0.130517,0,5.07263,2.3e-05,5.07263,2.3e-05,4.57027,4.57027,2.3e-05,4.57027,4.57027,2.3e-05,2.3e-05,1.02439,1.02439,1.02439,2.3e-05,2e-06,2e-06,2e-06,0.421699,0,0,0,5.07263,5.07263,5.07263,5.07263,4.57027,1.02439,1.02439,0.421699,0.421699,0.421699
2019-05-24 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40208,4.15805,4.15805,4.15805,0,2.65263,2.65263,0,0,2.65263,0,0,0,0,0,0,4.15805,0,4.15805,0,2.65263,2.65263,0,2.65263,2.65263,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15805,4.15805,4.15805,4.15805,2.65263,0,0,0,0,0
2019-05-24 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16811,2.18504,2.18504,2.18504,0,0,0,0,0,0,0,0,0,0,0,0,2.18504,0,2.18504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18504,2.18504,2.18504,2.18504,0,0,0,0,0,0
2019-05-24 13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63078,0.699692,0.699692,0.699692,0,0,0,0,0,0,0,0,0,0,0,0,0.699692,0,0.699692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699692,0.699692,0.699692,0.699692,0,0,0,0,0,0
2019-05-24 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-24 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-24 16:00:00,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,0,4e-06,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,0,0,0
2019-05-24 17:00:00,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,0,4e-06,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,0,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,4e-06,0,0,0
2019-05-24 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0.327387,0,0,0,0,0,0,0,0,0,0,0.327387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327387,0.327387,0.327387,0,0,0,0,0,0,0,0,0,0
2019-05-24 19:00:00,0.016937,0.016937,0.016937,0.016937,0.016937,0.016937,0.001804,0.016937,0.001804,0.001804,0.001804,0.001804,0.016937,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.001804,0.011097,5e-06,0.001804,0.001804,0.001804,0.001804,0.001804,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,0.3154,5e-06,0,7e-06,0.002937,0.292458,0.292458,0.292458,0.448238,0.318375,0.318375,0.016937,0.016937,0.318375,0.016937,0.011097,0.011097,5e-06,0,0.448238,0.292458,0.011097,0.292458,0.011097,0.318375,0.318375,0.011097,0.318375,0.318375,0.011097,0.011097,0.016937,0.016937,0.016937,0.011097,0.564481,0.564481,0.564481,0,0.448238,0.448238,0.448238,0.292458,0.292458,0.292458,0.292458,0.318375,0.016937,0.016937,0,0,0
2019-05-24 20:00:00,0.026443,0.026443,0.026443,0.026443,0.026443,0.026443,0.453026,0.026443,0.453026,0.453026,0.453026,0.453026,0.026443,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.453026,0.255266,9e-06,0.453026,0.453026,0.453026,0.453026,0.453026,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,0.553421,9e-06,0.001244,0.236382,0.002937,1.13438,1.13438,1.13438,0.225998,0.861313,0.861313,0.026443,0.026443,0.861313,0.026443,0.255266,0.255266,9e-06,0.241754,0.225998,1.13438,0.255266,1.13438,0.255266,0.861313,0.861313,0.255266,0.861313,0.861313,0.255266,0.255266,0.026443,0.026443,0.026443,0.255266,0.566924,0.566924,0.566924,0.295039,0.225998,0.225998,0.225998,1.13438,1.13438,1.13438,1.13438,0.861313,0.026443,0.026443,0.295039,0.295039,0.295039
2019-05-24 21:00:00,0.847302,0.847302,0.847302,0.847302,0.847302,0.847302,0.451223,0.847302,0.451223,0.451223,0.451223,0.451223,0.847302,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.451223,0.244167,5e-06,0.451223,0.451223,0.451223,0.451223,0.451223,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,0.238021,5e-06,0.001245,0.236382,0,0.841927,0.841927,0.841927,0.105148,1.07637,1.07637,0.847302,0.847302,1.07637,0.847302,0.244167,0.244167,5e-06,0.241753,0.105148,0.841927,0.244167,0.841927,0.244167,1.07637,1.07637,0.244167,1.07637,1.07637,0.244167,0.244167,0.847302,0.847302,0.847302,0.244167,0.002443,0.002443,0.002443,0.295039,0.105148,0.105148,0.105148,0.841927,0.841927,0.841927,0.841927,1.07637,0.847302,0.847302,0.295039,0.295039,0.295039
2019-05-24 22:00:00,0.837791,0.837791,0.837791,0.837791,0.837791,0.837791,0.01256,0.837791,0.01256,0.01256,0.01256,0.01256,0.837791,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.01256,0.012705,1.20151,0.01256,0.01256,0.01256,0.01256,0.01256,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.21564,1.20151,0,0.000675,0,0,0,0,0.417896,0.774368,0.774368,0.837791,0.837791,0.774368,0.837791,0.012705,0.012705,1.20151,0.991641,0.417896,0,0.012705,0,0.012705,0.774368,0.774368,0.012705,0.774368,0.774368,0.012705,0.012705,0.837791,0.837791,0.837791,0.012705,1.81572,1.81572,1.81572,2.2e-05,0.417896,0.417896,0.417896,0,0,0,0,0.774368,0.837791,0.837791,2.2e-05,2.2e-05,2.2e-05
2019-05-24 23:00:00,0,0,0,0,0,0,2.17277,0,2.17277,2.17277,2.17277,2.17277,0,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.18484,3.21439,2.17277,2.17277,2.17277,2.17277,2.17277,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.19146,3.21439,0,0.000675,0,0,0,0,2.63883,0.240913,0.240913,0,0,0.240913,0,2.18484,2.18484,3.21439,0.991641,2.63883,0,2.18484,0,2.18484,0.240913,0.240913,2.18484,0.240913,0.240913,2.18484,2.18484,0,0,0,2.18484,3.83588,3.83588,3.83588,2.1e-05,2.63883,2.63883,2.63883,0,0,0,0,0.240913,0,0,2.1e-05,2.1e-05,2.1e-05
